question,paper_id,answer_type,answer_string,prediction
What baselines did they compare with?,1604.02038,extractive,"LDA BIBREF2 , Doc-NADE BIBREF24, HTMM BIBREF9, GMNTM BIBREF12, LDA BIBREF2 , Doc-NADE BIBREF24, HTMM BIBREF9 , GMNTM BIBREF12","  Based on the provided context information, the authors compared the following baselines with their proposed SLRTM model:

1. Latent Dirichlet Allocation (LDA)
2. Hierarchical Topic Models (HTM)
3. Supervised Topic Models (STM)
4. Neural Network-based Topic Models (NNTM)
5. Gated Mixture of Non-negative Topics (GMNTM)
6. Document-NADE (Doc-NADE)

These baselines are representative of various topic modeling approaches, including both traditional and deep learning-based methods. The authors compared the performance of their proposed SLRTM model with these baselines to demonstrate its effectiveness in topic modeling."
Which tasks are explored in this paper?,1604.02038,extractive,generative model evaluation (i.e. test set perplexity) and document classification,"  Based on the provided context information, the tasks explored in this paper are:

1. Generative document evaluation task
2. Document classification task
3. Topic2sentence task (personalized short text conversation)"
Which tasks are explored in this paper?,1604.02038,extractive,"generative model evaluation, document classification","  Based on the provided context information, the tasks explored in this paper are:

1. Generative document evaluation task
2. Document classification task
3. Topic2sentence task (personalized short text conversation)"
Which tasks are explored in this paper?,1604.02038,extractive,"generative model evaluation (i.e. test set perplexity), document classification","  Based on the provided context information, the tasks explored in this paper are:

1. Generative document evaluation task
2. Document classification task
3. Topic2sentence task (personalized short text conversation)"
Which tasks are explored in this paper?,1604.02038,extractive,"generative document evaluation task, document classification task, topic2sentence task","  Based on the provided context information, the tasks explored in this paper are:

1. Generative document evaluation task
2. Document classification task
3. Topic2sentence task (personalized short text conversation)"
Which NER dataset do they use?,1911.04474,extractive,"CoNLL2003, OntoNotes 5.0, OntoNotes 4.0., Chinese NER dataset MSRA, Weibo NER, Resume NER","  Based on the context information provided, the authors of the paper used four English NER datasets (CoNLL2003, OntoNotes 5.0, BIBREF35, and Resume NER) and four Chinese NER datasets (MSRA, Weibo NER, and two versions of the CoNLL2003 dataset). Therefore, the answer to the query ""Which NER dataset do they use?"" is:

* English NER datasets: CoNLL2003, OntoNotes 5.0, BIBREF35, and Resume NER.
* Chinese NER datasets: MSRA, Weibo NER, and two versions of the CoNLL2003 dataset."
Which NER dataset do they use?,1911.04474,extractive,"CoNLL2003 , OntoNotes 5.0, OntoNotes 4.0, MSRA , Weibo, Resume ","  Based on the context information provided, the authors of the paper used four English NER datasets (CoNLL2003, OntoNotes 5.0, BIBREF35, and Resume NER) and four Chinese NER datasets (MSRA, Weibo NER, and two versions of the CoNLL2003 dataset). Therefore, the answer to the query ""Which NER dataset do they use?"" is:

* English NER datasets: CoNLL2003, OntoNotes 5.0, BIBREF35, and Resume NER.
* Chinese NER datasets: MSRA, Weibo NER, and two versions of the CoNLL2003 dataset."
Which NER dataset do they use?,1911.04474,extractive,"CoNLL2003, OntoNotes 5.0, OntoNotes 4.0, MSRA, Weibo NER, Resume NER","  Based on the context information provided, the authors of the paper used four English NER datasets (CoNLL2003, OntoNotes 5.0, BIBREF35, and Resume NER) and four Chinese NER datasets (MSRA, Weibo NER, and two versions of the CoNLL2003 dataset). Therefore, the answer to the query ""Which NER dataset do they use?"" is:

* English NER datasets: CoNLL2003, OntoNotes 5.0, BIBREF35, and Resume NER.
* Chinese NER datasets: MSRA, Weibo NER, and two versions of the CoNLL2003 dataset."
Which NER dataset do they use?,1911.04474,extractive,"CoNLL2003, OntoNotes 5.0, BIBREF35 released OntoNotes 4.0. In this paper, we use the Chinese part, Chinese NER dataset MSRA, Weibo NER, Resume NER","  Based on the context information provided, the authors of the paper used four English NER datasets (CoNLL2003, OntoNotes 5.0, BIBREF35, and Resume NER) and four Chinese NER datasets (MSRA, Weibo NER, and two versions of the CoNLL2003 dataset). Therefore, the answer to the query ""Which NER dataset do they use?"" is:

* English NER datasets: CoNLL2003, OntoNotes 5.0, BIBREF35, and Resume NER.
* Chinese NER datasets: MSRA, Weibo NER, and two versions of the CoNLL2003 dataset."
How do they incorporate direction and relative distance in attention?,1911.04474,abstractive,by using an relative sinusodial positional embedding and unscaled attention,"  Based on the given context information, to incorporate direction and relative distance in attention, the authors of the paper propose using a modified Transformer architecture with direction- and distance-aware attention. This is achieved by using relative positional encoding (RPE) to capture the relative positions of tokens in the sequence, and by modifying the attention mechanism to use the RPE instead of the standard positional encoding.

The RPE is computed as $R_{t-j} = \sin(c_it) + \cos(c_jt)$, where $c_i$ and $c_j$ are learnable parameters, and $t$ and $j$ are the indices of the target and context tokens, respectively. The attention score is then computed as $Q_t^TR_{t-j} = Q_t^T\sin(c_it) + \cos(c_jt)$, which captures the directional information between the target and context tokens.

Additionally, the authors propose using unscaled attention instead of the standard scaled dot-product attention used in the vanilla Transformer. This is because the scaled dot-product attention can be too smooth and lose important information, especially in the"
How do they incorporate direction and relative distance in attention?,1911.04474,boolean,Yes,"  Based on the given context information, to incorporate direction and relative distance in attention, the authors of the paper propose using a modified Transformer architecture with direction- and distance-aware attention. This is achieved by using relative positional encoding (RPE) to capture the relative positions of tokens in the sequence, and by modifying the attention mechanism to use the RPE instead of the standard positional encoding.

The RPE is computed as $R_{t-j} = \sin(c_it) + \cos(c_jt)$, where $c_i$ and $c_j$ are learnable parameters, and $t$ and $j$ are the indices of the target and context tokens, respectively. The attention score is then computed as $Q_t^TR_{t-j} = Q_t^T\sin(c_it) + \cos(c_jt)$, which captures the directional information between the target and context tokens.

Additionally, the authors propose using unscaled attention instead of the standard scaled dot-product attention used in the vanilla Transformer. This is because the scaled dot-product attention can be too smooth and lose important information, especially in the"
How do they incorporate direction and relative distance in attention?,1911.04474,abstractive,calculate the attention scores  which can  distinguish different directions and distances,"  Based on the given context information, to incorporate direction and relative distance in attention, the authors of the paper propose using a modified Transformer architecture with direction- and distance-aware attention. This is achieved by using relative positional encoding (RPE) to capture the relative positions of tokens in the sequence, and by modifying the attention mechanism to use the RPE instead of the standard positional encoding.

The RPE is computed as $R_{t-j} = \sin(c_it) + \cos(c_jt)$, where $c_i$ and $c_j$ are learnable parameters, and $t$ and $j$ are the indices of the target and context tokens, respectively. The attention score is then computed as $Q_t^TR_{t-j} = Q_t^T\sin(c_it) + \cos(c_jt)$, which captures the directional information between the target and context tokens.

Additionally, the authors propose using unscaled attention instead of the standard scaled dot-product attention used in the vanilla Transformer. This is because the scaled dot-product attention can be too smooth and lose important information, especially in the"
How do they incorporate direction and relative distance in attention?,1911.04474,abstractive,Self-attention mechanism is changed to allow for direction-aware calculations,"  Based on the given context information, to incorporate direction and relative distance in attention, the authors of the paper propose using a modified Transformer architecture with direction- and distance-aware attention. This is achieved by using relative positional encoding (RPE) to capture the relative positions of tokens in the sequence, and by modifying the attention mechanism to use the RPE instead of the standard positional encoding.

The RPE is computed as $R_{t-j} = \sin(c_it) + \cos(c_jt)$, where $c_i$ and $c_j$ are learnable parameters, and $t$ and $j$ are the indices of the target and context tokens, respectively. The attention score is then computed as $Q_t^TR_{t-j} = Q_t^T\sin(c_it) + \cos(c_jt)$, which captures the directional information between the target and context tokens.

Additionally, the authors propose using unscaled attention instead of the standard scaled dot-product attention used in the vanilla Transformer. This is because the scaled dot-product attention can be too smooth and lose important information, especially in the"
Do they outperform current NER state-of-the-art models?,1911.04474,boolean,No,"  Based on the given context information, the answer to the query ""Do they outperform current NER state-of-the-art models?"" is:

Yes, the proposed TENER model outperforms current NER state-of-the-art models in six datasets, as shown in the experimental results presented in the paper. The adapted Transformer encoder used in TENER has the ability to capture long-range context and incorporates direction-aware, distance-aware, and unscaled attention, which improves its performance compared to previous models. Additionally, the proposed model achieves superior performance with the same pre-trained embeddings and external knowledge as previous models, indicating that it outperforms current state-of-the-art models."
Do they outperform current NER state-of-the-art models?,1911.04474,boolean,Yes,"  Based on the given context information, the answer to the query ""Do they outperform current NER state-of-the-art models?"" is:

Yes, the proposed TENER model outperforms current NER state-of-the-art models in six datasets, as shown in the experimental results presented in the paper. The adapted Transformer encoder used in TENER has the ability to capture long-range context and incorporates direction-aware, distance-aware, and unscaled attention, which improves its performance compared to previous models. Additionally, the proposed model achieves superior performance with the same pre-trained embeddings and external knowledge as previous models, indicating that it outperforms current state-of-the-art models."
Do they outperform current NER state-of-the-art models?,1911.04474,boolean,Yes,"  Based on the given context information, the answer to the query ""Do they outperform current NER state-of-the-art models?"" is:

Yes, the proposed TENER model outperforms current NER state-of-the-art models in six datasets, as shown in the experimental results presented in the paper. The adapted Transformer encoder used in TENER has the ability to capture long-range context and incorporates direction-aware, distance-aware, and unscaled attention, which improves its performance compared to previous models. Additionally, the proposed model achieves superior performance with the same pre-trained embeddings and external knowledge as previous models, indicating that it outperforms current state-of-the-art models."
Do they outperform current NER state-of-the-art models?,1911.04474,extractive,we achieve state-of-the-art performance among models without considering the pre-trained language models or designed features,"  Based on the given context information, the answer to the query ""Do they outperform current NER state-of-the-art models?"" is:

Yes, the proposed TENER model outperforms current NER state-of-the-art models in six datasets, as shown in the experimental results presented in the paper. The adapted Transformer encoder used in TENER has the ability to capture long-range context and incorporates direction-aware, distance-aware, and unscaled attention, which improves its performance compared to previous models. Additionally, the proposed model achieves superior performance with the same pre-trained embeddings and external knowledge as previous models, indicating that it outperforms current state-of-the-art models."
What was their accuracy score?,1905.00840,abstractive,"95.6% on knowledge authoring, 95% on the manually constructed QA dataset and 100% accuracy on the MetaQA dataset","  Based on the information provided in the context, the accuracy score of KALM-QA is 95%."
What was their accuracy score?,1905.00840,extractive,"KALM achieves an accuracy of 95.6%, KALM-QA achieves 100% accuracy","  Based on the information provided in the context, the accuracy score of KALM-QA is 95%."
What was their accuracy score?,1905.00840,extractive,"KALM-QA achieves an accuracy of 95% for parsing the queries, The second dataset we use is MetaQA dataset BIBREF14 , which contains contains almost 29,000 test questions and over 260,000 training questions. KALM-QA achieves 100% accuracy","  Based on the information provided in the context, the accuracy score of KALM-QA is 95%."
What was their accuracy score?,1905.00840,abstractive,"KALM achieves an accuracy of 95.6%, KALM-QA achieves 95% accuracy on the manually constructured general questions dataset based on the 50 logical frames and achieves 100% accuracy on MetaQA dataset","  Based on the information provided in the context, the accuracy score of KALM-QA is 95%."
What are the state-of-the-art systems?,1905.00840,extractive,"SEMAFOR, SLING, Stanford KBP ","  Based on the provided context information, there are several state-of-the-art systems for knowledge authoring and question answering. These include:

1. KALM (Knowledge Authoring and Learning Machine): A system that uses a complex frame-semantic parser to standardize the semantics of sentences expressing the same meaning via different linguistic structures. KALM achieves superior accuracy in knowledge authoring and question answering compared to current CNL systems.
2. KALM-QA: A question answering module based on KALM, which translates questions into unique logical representations for queries (ULRQ) and uses a priority-based search and caching mechanism to improve efficiency.
3. OpenIE: A knowledge extraction tool that extracts semantic relations from English sentences, capturing the meaning of the sentence.
4. SEMEFOR: A system that uses frame-based parsing to capture the meaning of sentences and disambiguate the meaning of extracted entities.
5. SLING: A system that uses a combination of syntactic and semantic parsing to extract semantic relations from English sentences.
6. Stanford KBP system: A system that uses a knowledge base to answer questions by reasoning over the"
What are the state-of-the-art systems?,1905.00840,extractive,"SEMAFOR, SLING, Stanford KBP system","  Based on the provided context information, there are several state-of-the-art systems for knowledge authoring and question answering. These include:

1. KALM (Knowledge Authoring and Learning Machine): A system that uses a complex frame-semantic parser to standardize the semantics of sentences expressing the same meaning via different linguistic structures. KALM achieves superior accuracy in knowledge authoring and question answering compared to current CNL systems.
2. KALM-QA: A question answering module based on KALM, which translates questions into unique logical representations for queries (ULRQ) and uses a priority-based search and caching mechanism to improve efficiency.
3. OpenIE: A knowledge extraction tool that extracts semantic relations from English sentences, capturing the meaning of the sentence.
4. SEMEFOR: A system that uses frame-based parsing to capture the meaning of sentences and disambiguate the meaning of extracted entities.
5. SLING: A system that uses a combination of syntactic and semantic parsing to extract semantic relations from English sentences.
6. Stanford KBP system: A system that uses a knowledge base to answer questions by reasoning over the"
What are the state-of-the-art systems?,1905.00840,extractive,"SEMAFOR, SLING, Stanford KBP system","  Based on the provided context information, there are several state-of-the-art systems for knowledge authoring and question answering. These include:

1. KALM (Knowledge Authoring and Learning Machine): A system that uses a complex frame-semantic parser to standardize the semantics of sentences expressing the same meaning via different linguistic structures. KALM achieves superior accuracy in knowledge authoring and question answering compared to current CNL systems.
2. KALM-QA: A question answering module based on KALM, which translates questions into unique logical representations for queries (ULRQ) and uses a priority-based search and caching mechanism to improve efficiency.
3. OpenIE: A knowledge extraction tool that extracts semantic relations from English sentences, capturing the meaning of the sentence.
4. SEMEFOR: A system that uses frame-based parsing to capture the meaning of sentences and disambiguate the meaning of extracted entities.
5. SLING: A system that uses a combination of syntactic and semantic parsing to extract semantic relations from English sentences.
6. Stanford KBP system: A system that uses a knowledge base to answer questions by reasoning over the"
What are the state-of-the-art systems?,1905.00840,extractive,"SEMAFOR, SLING, and Stanford KBP system, BIBREF14","  Based on the provided context information, there are several state-of-the-art systems for knowledge authoring and question answering. These include:

1. KALM (Knowledge Authoring and Learning Machine): A system that uses a complex frame-semantic parser to standardize the semantics of sentences expressing the same meaning via different linguistic structures. KALM achieves superior accuracy in knowledge authoring and question answering compared to current CNL systems.
2. KALM-QA: A question answering module based on KALM, which translates questions into unique logical representations for queries (ULRQ) and uses a priority-based search and caching mechanism to improve efficiency.
3. OpenIE: A knowledge extraction tool that extracts semantic relations from English sentences, capturing the meaning of the sentence.
4. SEMEFOR: A system that uses frame-based parsing to capture the meaning of sentences and disambiguate the meaning of extracted entities.
5. SLING: A system that uses a combination of syntactic and semantic parsing to extract semantic relations from English sentences.
6. Stanford KBP system: A system that uses a knowledge base to answer questions by reasoning over the"
What dataset did they evaluate on?,1905.00840,abstractive,"dataset consisting 250 sentences adapted from FrameNet exemplar sentences, dataset consisting general questions based on 50 logical framesderived from FrameNet, MetaQA dataset","  Based on the given context information, I can answer the query ""What dataset did they evaluate on?"" as follows:

The authors evaluated KALM and KALM-QA on two datasets:

1. A manually constructed dataset of 50 logical frames, mostly derived from FrameNet but also including some frames that FrameNet is missing (like Restaurant and Human Gender). They constructed 250 sentences adapted from FrameNet exemplar sentences to evaluate the systems on this dataset.
2. The second dataset is the MetaQA dataset BIBREF14, which contains almost 29,000 test questions and over 260,000 training questions.

Therefore, the answer to the query ""What dataset did they evaluate on?"" is: They evaluated on two datasets: a manually constructed dataset of 50 logical frames and the MetaQA dataset BIBREF14."
What dataset did they evaluate on?,1905.00840,extractive,"first dataset is manually constructed general questions based on the 50 logical frames, second dataset we use is MetaQA dataset BIBREF14 , which contains contains almost 29,000 test questions and over 260,000 training questions","  Based on the given context information, I can answer the query ""What dataset did they evaluate on?"" as follows:

The authors evaluated KALM and KALM-QA on two datasets:

1. A manually constructed dataset of 50 logical frames, mostly derived from FrameNet but also including some frames that FrameNet is missing (like Restaurant and Human Gender). They constructed 250 sentences adapted from FrameNet exemplar sentences to evaluate the systems on this dataset.
2. The second dataset is the MetaQA dataset BIBREF14, which contains almost 29,000 test questions and over 260,000 training questions.

Therefore, the answer to the query ""What dataset did they evaluate on?"" is: They evaluated on two datasets: a manually constructed dataset of 50 logical frames and the MetaQA dataset BIBREF14."
What dataset did they evaluate on?,1905.00840,abstractive,"a manually created dataset of 50 logical frames mostly derived from FrameNet, a manually constructed general questions dataset based on the 50 logical frames and MetaQA dataset","  Based on the given context information, I can answer the query ""What dataset did they evaluate on?"" as follows:

The authors evaluated KALM and KALM-QA on two datasets:

1. A manually constructed dataset of 50 logical frames, mostly derived from FrameNet but also including some frames that FrameNet is missing (like Restaurant and Human Gender). They constructed 250 sentences adapted from FrameNet exemplar sentences to evaluate the systems on this dataset.
2. The second dataset is the MetaQA dataset BIBREF14, which contains almost 29,000 test questions and over 260,000 training questions.

Therefore, the answer to the query ""What dataset did they evaluate on?"" is: They evaluated on two datasets: a manually constructed dataset of 50 logical frames and the MetaQA dataset BIBREF14."
What dataset did they evaluate on?,1905.00840,extractive," manually constructed general questions based on the 50 logical frames, MetaQA dataset","  Based on the given context information, I can answer the query ""What dataset did they evaluate on?"" as follows:

The authors evaluated KALM and KALM-QA on two datasets:

1. A manually constructed dataset of 50 logical frames, mostly derived from FrameNet but also including some frames that FrameNet is missing (like Restaurant and Human Gender). They constructed 250 sentences adapted from FrameNet exemplar sentences to evaluate the systems on this dataset.
2. The second dataset is the MetaQA dataset BIBREF14, which contains almost 29,000 test questions and over 260,000 training questions.

Therefore, the answer to the query ""What dataset did they evaluate on?"" is: They evaluated on two datasets: a manually constructed dataset of 50 logical frames and the MetaQA dataset BIBREF14."
What are the contributions of this paper?,1810.02229,extractive,"adaptation of a state-of-the-art sequence to sequence (seq2seq) neural system to event detection and classification for Italian in a single step approach, investigation on the quality of existing Italian word embeddings for this task, a comparison against a state-of-the-art discrete classifier","  Based on the context information provided, the contributions of this paper are:

1. Adaptation of a state-of-the-art sequence-to-sequence (seq2seq) neural system to event detection and classification for Italian in a single step approach.
2. Investigation on the quality of existing Italian word embeddings for this task.
3. Comparison against a state-of-the-art discrete classifier.
4. Obtaining new state-of-the-art results using the Fastext-It embeddings, with an improved F1-class score of 6.5 points in strict evaluation mode.
5. Providing further evidence that word embeddings have a major impact on the performance of neural architectures."
What are the contributions of this paper?,1810.02229,abstractive,(1) Using seq2seq for event detection and classification in Italian (2) Investigating quality of Italian word embeddings for this task (3) Comparison to state-of-the-art discrete classifier,"  Based on the context information provided, the contributions of this paper are:

1. Adaptation of a state-of-the-art sequence-to-sequence (seq2seq) neural system to event detection and classification for Italian in a single step approach.
2. Investigation on the quality of existing Italian word embeddings for this task.
3. Comparison against a state-of-the-art discrete classifier.
4. Obtaining new state-of-the-art results using the Fastext-It embeddings, with an improved F1-class score of 6.5 points in strict evaluation mode.
5. Providing further evidence that word embeddings have a major impact on the performance of neural architectures."
What are the contributions of this paper?,1810.02229,extractive,"the adaptation of a state-of-the-art sequence to sequence (seq2seq) neural system to event detection and classification for Italian in a single step approach, an investigation on the quality of existing Italian word embeddings for this task, a comparison against a state-of-the-art discrete classifier, pre-trained models and scripts running the system","  Based on the context information provided, the contributions of this paper are:

1. Adaptation of a state-of-the-art sequence-to-sequence (seq2seq) neural system to event detection and classification for Italian in a single step approach.
2. Investigation on the quality of existing Italian word embeddings for this task.
3. Comparison against a state-of-the-art discrete classifier.
4. Obtaining new state-of-the-art results using the Fastext-It embeddings, with an improved F1-class score of 6.5 points in strict evaluation mode.
5. Providing further evidence that word embeddings have a major impact on the performance of neural architectures."
What are the contributions of this paper?,1810.02229,abstractive,"Adapting a seq2seq neural system to event detection and classification for Italian, investigating the quality of existing embeddings for the task, and comparing against a state-of-the-art discrete classifier.","  Based on the context information provided, the contributions of this paper are:

1. Adaptation of a state-of-the-art sequence-to-sequence (seq2seq) neural system to event detection and classification for Italian in a single step approach.
2. Investigation on the quality of existing Italian word embeddings for this task.
3. Comparison against a state-of-the-art discrete classifier.
4. Obtaining new state-of-the-art results using the Fastext-It embeddings, with an improved F1-class score of 6.5 points in strict evaluation mode.
5. Providing further evidence that word embeddings have a major impact on the performance of neural architectures."
What are the baselines this paper uses?,1810.02229,extractive, cascade of two SVM classifiers (one for detection and one for classification) based on rich linguistic features,"  Based on the provided context information, the paper uses the following baselines:

1. Word2Vec (skip-gram) embeddings
2. GloVe embeddings
3. FastText-It embeddings

These are the three types of word embeddings that the author experimented with to initialize the Bi-LSTM-CRF network for event detection and classification in Italian."
What are the baselines this paper uses?,1810.02229,abstractive,FBK-HLT - a cascade of two SVM classifiers (one for detection and one for classification),"  Based on the provided context information, the paper uses the following baselines:

1. Word2Vec (skip-gram) embeddings
2. GloVe embeddings
3. FastText-It embeddings

These are the three types of word embeddings that the author experimented with to initialize the Bi-LSTM-CRF network for event detection and classification in Italian."
What are the baselines this paper uses?,1810.02229,extractive,FBK-HLT BIBREF23,"  Based on the provided context information, the paper uses the following baselines:

1. Word2Vec (skip-gram) embeddings
2. GloVe embeddings
3. FastText-It embeddings

These are the three types of word embeddings that the author experimented with to initialize the Bi-LSTM-CRF network for event detection and classification in Italian."
What are the baselines this paper uses?,1810.02229,none,Unacceptable,"  Based on the provided context information, the paper uses the following baselines:

1. Word2Vec (skip-gram) embeddings
2. GloVe embeddings
3. FastText-It embeddings

These are the three types of word embeddings that the author experimented with to initialize the Bi-LSTM-CRF network for event detection and classification in Italian."
Can the model be extended to other languages?,1810.02229,none,Unacceptable,"  Based on the information provided, the Bi-LSTM network with a CRF classifier was adapted for Italian event detection and classification. The model's performance was evaluated on the EVENTI corpus, which consists of contemporary and historical news articles in Italian.

To answer your query, it is possible to extend the model to other languages, as the approach is not specific to Italian. However, several factors would need to be considered when adapting the model to other languages:

1. Availability of annotated corpora: The model requires a large amount of annotated data to learn to detect and classify events effectively. The availability of such corpora in the target language is crucial.
2. Language-specific features: Each language has its unique grammatical and syntactical features, which may require adjustments to the model's architecture or training parameters.
3. Word embeddings: The model uses word embeddings to represent words in the input text. Different languages may have different word embedding models available, and selecting the most appropriate one for the target language is important.
4. Cultural and linguistic differences: Events and their corresponding language patterns may vary across cultures and languages"
Can the model be extended to other languages?,1810.02229,boolean,Yes,"  Based on the information provided, the Bi-LSTM network with a CRF classifier was adapted for Italian event detection and classification. The model's performance was evaluated on the EVENTI corpus, which consists of contemporary and historical news articles in Italian.

To answer your query, it is possible to extend the model to other languages, as the approach is not specific to Italian. However, several factors would need to be considered when adapting the model to other languages:

1. Availability of annotated corpora: The model requires a large amount of annotated data to learn to detect and classify events effectively. The availability of such corpora in the target language is crucial.
2. Language-specific features: Each language has its unique grammatical and syntactical features, which may require adjustments to the model's architecture or training parameters.
3. Word embeddings: The model uses word embeddings to represent words in the input text. Different languages may have different word embedding models available, and selecting the most appropriate one for the target language is important.
4. Cultural and linguistic differences: Events and their corresponding language patterns may vary across cultures and languages"
Can the model be extended to other languages?,1810.02229,none,Unacceptable,"  Based on the information provided, the Bi-LSTM network with a CRF classifier was adapted for Italian event detection and classification. The model's performance was evaluated on the EVENTI corpus, which consists of contemporary and historical news articles in Italian.

To answer your query, it is possible to extend the model to other languages, as the approach is not specific to Italian. However, several factors would need to be considered when adapting the model to other languages:

1. Availability of annotated corpora: The model requires a large amount of annotated data to learn to detect and classify events effectively. The availability of such corpora in the target language is crucial.
2. Language-specific features: Each language has its unique grammatical and syntactical features, which may require adjustments to the model's architecture or training parameters.
3. Word embeddings: The model uses word embeddings to represent words in the input text. Different languages may have different word embedding models available, and selecting the most appropriate one for the target language is important.
4. Cultural and linguistic differences: Events and their corresponding language patterns may vary across cultures and languages"
Can the model be extended to other languages?,1810.02229,none,Unacceptable,"  Based on the information provided, the Bi-LSTM network with a CRF classifier was adapted for Italian event detection and classification. The model's performance was evaluated on the EVENTI corpus, which consists of contemporary and historical news articles in Italian.

To answer your query, it is possible to extend the model to other languages, as the approach is not specific to Italian. However, several factors would need to be considered when adapting the model to other languages:

1. Availability of annotated corpora: The model requires a large amount of annotated data to learn to detect and classify events effectively. The availability of such corpora in the target language is crucial.
2. Language-specific features: Each language has its unique grammatical and syntactical features, which may require adjustments to the model's architecture or training parameters.
3. Word embeddings: The model uses word embeddings to represent words in the input text. Different languages may have different word embedding models available, and selecting the most appropriate one for the target language is important.
4. Cultural and linguistic differences: Events and their corresponding language patterns may vary across cultures and languages"
How do they decide what is the semantic concept label of particular cluster?,1909.00091,extractive,"Given a cluster, our algorithm proceeds with the following three steps:

Sense disambiguation: The goal is to assign each cluster word to one of its WordNet synsets; let $S$ represent the collection of chosen synsets. We know that these words have been clustered in domain-specific embedding space, which means that in the context of the domain, these words are very close semantically. Thus, we choose $S^*$ that minimizes the total distance between its synsets.

Candidate label generation: In this step, we generate $L$, the set of possible cluster labels. Our approach is simple: we take the union of all hypernyms of the synsets in $S^*$.

Candidate label ranking: Here, we rank the synsets in $L$. We want labels that are as close to all of the synsets in $S^*$ as possible; thus, we score the candidate labels by the sum of their distances to each synset in $S^*$ and we rank them from least to most distance.

In steps 1 and 3, we use WordNet pathwise distance, but we encourage the exploration of other distance representations as well.","  Based on the provided context information, the authors of the paper used a combination of WordNet BIBREF34 and context-sensitive strengths of domain-specific word embeddings to automatically label the clusters. Specifically, they combined the grounded knowledge of WordNet with the context-sensitive strengths of domain-specific word embeddings to assign each cluster word to one of its WordNet synsets. They chose the set of chosen synsets that minimizes the total distance between its synsets, and then generated a set of possible cluster labels by taking the union of all hypernyms of the synsets in the chosen set. Finally, they ranked the candidate labels based on the sum of their distances to each synset in the chosen set. This approach allows them to assign a semantic concept label to each cluster in a way that is grounded in both WordNet and the context of the domain-specific word embeddings."
How do they decide what is the semantic concept label of particular cluster?,1909.00091,extractive,"Candidate label ranking: Here, we rank the synsets in $L$. We want labels that are as close to all of the synsets in $S^*$ as possible; thus, we score the candidate labels by the sum of their distances to each synset in $S^*$ and we rank them from least to most distance.","  Based on the provided context information, the authors of the paper used a combination of WordNet BIBREF34 and context-sensitive strengths of domain-specific word embeddings to automatically label the clusters. Specifically, they combined the grounded knowledge of WordNet with the context-sensitive strengths of domain-specific word embeddings to assign each cluster word to one of its WordNet synsets. They chose the set of chosen synsets that minimizes the total distance between its synsets, and then generated a set of possible cluster labels by taking the union of all hypernyms of the synsets in the chosen set. Finally, they ranked the candidate labels based on the sum of their distances to each synset in the chosen set. This approach allows them to assign a semantic concept label to each cluster in a way that is grounded in both WordNet and the context of the domain-specific word embeddings."
How do they decide what is the semantic concept label of particular cluster?,1909.00091,abstractive,They automatically  label the cluster using WordNet and context-sensitive strengths of domain-specific word embeddings,"  Based on the provided context information, the authors of the paper used a combination of WordNet BIBREF34 and context-sensitive strengths of domain-specific word embeddings to automatically label the clusters. Specifically, they combined the grounded knowledge of WordNet with the context-sensitive strengths of domain-specific word embeddings to assign each cluster word to one of its WordNet synsets. They chose the set of chosen synsets that minimizes the total distance between its synsets, and then generated a set of possible cluster labels by taking the union of all hypernyms of the synsets in the chosen set. Finally, they ranked the candidate labels based on the sum of their distances to each synset in the chosen set. This approach allows them to assign a semantic concept label to each cluster in a way that is grounded in both WordNet and the context of the domain-specific word embeddings."
How do they decide what is the semantic concept label of particular cluster?,1909.00091,extractive,"Our algorithm is similar to BIBREF28's approach, but we extend their method by introducing domain-specific word embeddings for clustering","  Based on the provided context information, the authors of the paper used a combination of WordNet BIBREF34 and context-sensitive strengths of domain-specific word embeddings to automatically label the clusters. Specifically, they combined the grounded knowledge of WordNet with the context-sensitive strengths of domain-specific word embeddings to assign each cluster word to one of its WordNet synsets. They chose the set of chosen synsets that minimizes the total distance between its synsets, and then generated a set of possible cluster labels by taking the union of all hypernyms of the synsets in the chosen set. Finally, they ranked the candidate labels based on the sum of their distances to each synset in the chosen set. This approach allows them to assign a semantic concept label to each cluster in a way that is grounded in both WordNet and the context of the domain-specific word embeddings."
How do they discover coherent word clusters?,1909.00091,extractive,"First, we trained domain-specific word embeddings using the Word2Vec BIBREF33 CBOW model ($w \in R^{100}$). Then, we used k-means clustering to cluster the embeddings of the gender-associated words. Since k-means may converge at local optima, we ran the algorithm 50 times and kept the model with the lowest sum of squared errors.","  Based on the provided context information, the authors discovered coherent word clusters by employing the Word Intrusion task BIBREF35 and clustering domain-specific word embeddings using k-means. They used k-means clustering to group the word embeddings of gender-associated words, and then employed a combination of WordNet and context-sensitive strengths of domain-specific word embeddings to automatically label the clusters. Specifically, they first identified the out-of-cluster word in the top 8 ranked by ascending normalized sum of squared errors, and then used a sense disambiguation technique to assign each cluster word to one of its WordNet synsets. Finally, they generated a set of possible cluster labels based on the union of all hypernyms of the synsets, and ranked them based on their distance to all synsets in the set."
